partNumber,Vendor,EffectiveDate,Meter Category,Instance Series,Instance Name,vCPU,RAM,Temporary Storage,Temporary Storage Type,Instance Family,Size,Tenancy,Reservation Type,Reservation Length,Meter Region,Operating System,Licence Model,Azure Environment,Azure Priority,Azure Source,Azure Hosting Type,Pricing ,Unit,Rate,Currency,Normalised Rate,Description
AAA-44919.D2s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.239 ,AUD, $0.24 ,
AAA-44919.D2s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44919.D2s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44920.D2s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-44920.D2s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.138 ,AUD, $0.14 ,
AAA-44920.D2s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44920.D2s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49965.D2s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $0.119 ,AUD, $0.12 ,
AAA-49965.D2s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.096 ,AUD, $0.10 ,
AAA-49965.D2s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49965.D2s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50367.D2s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-50367.D2s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.028 ,AUD, $0.03 ,
AAA-50367.D2s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50367.D2s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D2s v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-53841.D32s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $4.770 ,AUD, $4.77 ,
AAA-53841.D32s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $3.833 ,AUD, $3.83 ,
AAA-53841.D32s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-53841.D32s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-54256.D32s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-54256.D32s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $2.208 ,AUD, $2.21 ,
AAA-54256.D32s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-54256.D32s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95056.D32s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $1.908 ,AUD, $1.91 ,
AAA-95056.D32s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $1.534 ,AUD, $1.53 ,
AAA-95056.D32s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95056.D32s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95853.D32s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-95853.D32s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.441 ,AUD, $0.44 ,
AAA-95853.D32s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95853.D32s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D32s v3,32.00,128.00,256.00,SSD,General Purpose,32c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44997.D4s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $0.596 ,AUD, $0.60 ,
AAA-44997.D4s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.479 ,AUD, $0.48 ,
AAA-44997.D4s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44997.D4s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44998.D4s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-44998.D4s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.275 ,AUD, $0.28 ,
AAA-44998.D4s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-44998.D4s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49960.D4s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $0.239 ,AUD, $0.24 ,
AAA-49960.D4s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.192 ,AUD, $0.19 ,
AAA-49960.D4s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49960.D4s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50369.D4s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-50369.D4s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.055 ,AUD, $0.06 ,
AAA-50369.D4s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50369.D4s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D4s v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-52696.D48s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $7.155 ,AUD, $7.15 ,
AAD-52696.D48s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $5.750 ,AUD, $5.75 ,
AAD-52696.D48s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-52696.D48s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-52714.D48s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-52714.D48s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $3.311 ,AUD, $3.31 ,
AAD-52714.D48s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-52714.D48s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-53066.D48s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $2.862 ,AUD, $2.86 ,
AAD-53066.D48s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $2.299 ,AUD, $2.30 ,
AAD-53066.D48s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-53066.D48s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-53088.D48s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-53088.D48s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.662 ,AUD, $0.66 ,
AAD-53088.D48s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-53088.D48s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D48s v3,48.00,192.00,384.00,SSD,General Purpose,48c / 192 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-53843.D64s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $9.540 ,AUD, $9.54 ,
AAA-53843.D64s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $7.665 ,AUD, $7.67 ,
AAA-53843.D64s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-53843.D64s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-54257.D64s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-54257.D64s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $4.416 ,AUD, $4.42 ,
